@relation iris-weka.filters.supervised.instance.SMOTE-C1-K5-P300.0-S1-weka.filters.supervised.instance.SMOTE-C2-K5-P300.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P300.0-S1-weka.filters.supervised.instance.Resample-B0.0-S42-Z100.0-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N3-F1

@attribute sepallength numeric
@attribute sepalwidth numeric
@attribute petallength numeric
@attribute petalwidth numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
6.1,2.6,5.6,1.4,Iris-virginica
6.213607,2.738962,4.9,1.8,Iris-virginica
6.5,3,5.5,1.8,Iris-virginica
6.666299,2.723142,5.747735,1.8,Iris-virginica
6.3,2.676337,5.024105,1.864666,Iris-virginica
6.278195,3.338742,5.321157,2.3,Iris-virginica
6,2.2,5,1.5,Iris-virginica
6.4,2.8,5.6,2.151919,Iris-virginica
6.323787,2.706014,5.394989,1.833293,Iris-virginica
6.433977,2.513111,5.70846,2.14498,Iris-virginica
6.84407,3.2,5.938805,1.945038,Iris-virginica
6.294086,2.8,4.922572,1.553407,Iris-virginica
7.321216,2.814682,6.048565,1.676288,Iris-virginica
6.722032,3.083387,5.127796,2.007456,Iris-virginica
6.936628,3.2,5.975942,2.056314,Iris-virginica
6.830381,3.096364,5.134401,2.3,Iris-virginica
6.492796,2.708395,5.367689,1.888528,Iris-virginica
5.640612,2.8,4.984128,2.191441,Iris-virginica
6.538071,2.692551,5.605876,2.145303,Iris-virginica
7.2,3.2,6,1.8,Iris-virginica
5.7,2.5,5,2,Iris-virginica
5.8,2.7955,5.1,2.115459,Iris-virginica
6.400523,2.927971,5.284723,1.996318,Iris-virginica
6.746638,3.1,5.470077,2.152632,Iris-virginica
7.2,3.078742,5.99317,1.663473,Iris-virginica
7.439661,3,6.098817,2.118377,Iris-virginica
6.14093,2.916616,4.860533,1.8,Iris-virginica
5.67119,2.734406,4.903375,2,Iris-virginica
5.809869,2.828275,5.06142,1.867801,Iris-virginica
5.987192,2.963779,5.009956,1.899515,Iris-virginica
6.3,2.676337,5.024105,1.864666,Iris-virginica
6.498462,2.928201,5.751504,2.119884,Iris-virginica
6.2,2.8,4.8,1.8,Iris-virginica
6.7,3,5.2,2.3,Iris-virginica
6.74384,3.011004,5.540115,2.174561,Iris-virginica
5.717031,2.619426,5.036205,2.278653,Iris-virginica
